,fold,grid_fold,lon,lat,date,tile_file,ref_1,ref_2,ref_3,ref_4,ref_5,ref_6,ref_7,ref_10,ref_11,Rainf_f_tavg,SWdown_f_tavg,Tair_f_tavg,grassland_pasture,corn,soybean,deciduous_forest,evergreen_forest,developed_open_space,woody_wetlands,open_water,alfalfa,developed_low_intensity,developed_med_intensity,missing_reflectance,SIF,num_soundings
16,0,2,-90.19988000000001,40.19664,2016-06-15,../data/tiles/input_tile_lat_40.19664_lon_-90.19988_2016-06-15.npy,260.9359677419355,310.50258064516134,543.0419354838708,451.9082258064517,2222.75935483871,1066.1941935483874,507.36580645161285,3000.1959677419354,2978.8393548387103,2.2139301178662385e-05,305.1010722990959,297.7403075039772,0.0012903225806451613,0.07241935483870968,0.0006451612903225806,0.14419354838709678,0.0,0.01645161290322581,0.16370967741935485,0.4296774193548387,0.0,0.0382258064516129,0.0035483870967741938,0.38,0.3151849872971835,10.43000030517578
17,1,3,-91.52068,44.13126,2016-06-15,../data/tiles/input_tile_lat_44.13126_lon_-91.52068_2016-06-15.npy,384.6455383300781,432.0640869140625,763.8448486328125,608.8124389648438,4706.06103515625,2389.330078125,1290.9818115234375,2961.246826171875,2935.439453125,5.919297109358013e-05,291.5329284667969,293.2679748535156,0.11196162551641464,0.3134313225746155,0.14115124940872192,0.31639111042022705,0.0,0.03214941918849945,0.0009185547824017704,0.0009185547824017704,0.062053479254245765,0.009287609718739986,0.0050010206177830705,0.02019999921321869,0.6528736686235979,4.9099998474121085
18,3,3,-107.47476,45.66738,2016-06-15,../data/tiles/input_tile_lat_45.66738_lon_-107.47476_2016-06-15.npy,376.1408996582031,489.3481140136719,810.2833251953125,902.1942138671876,2917.094482421875,2419.12451171875,1529.1368408203125,3081.398681640625,3057.89990234375,6.710846719215623e-06,339.1295166015625,295.47845458984375,0.2626000046730041,0.0006000000284984707,0.0,0.0,0.00419999985024333,0.02800000086426735,0.33000001311302185,0.00019999999494757506,0.14190000295639038,0.02459999918937683,0.006000000052154064,0.0,0.18497717596198385,9.609999656677246
19,0,1,-90.60439000000001,41.46326,2016-06-15,../data/tiles/input_tile_lat_41.46326_lon_-90.60439_2016-06-15.npy,298.3918151855469,359.7403869628906,660.739990234375,505.9447021484375,2934.407958984375,1519.3297119140625,765.207275390625,3001.607177734375,2977.527587890625,3.641899093054235e-05,309.3654479980469,296.23968505859375,0.04960000142455101,0.08780000358819963,0.003400000045076013,0.052400000393390656,0.0,0.10639999806880952,0.23819999396800995,0.20479999482631686,0.0,0.12389999628067015,0.08349999785423279,0.0,0.5188299950800443,9.020000457763672
20,0,3,-105.96558999999999,45.69433,2016-06-15,../data/tiles/input_tile_lat_45.69433_lon_-105.96559_2016-06-15.npy,264.48995971679693,330.58795166015625,619.3716430664062,524.1152954101561,2897.75390625,1911.980712890625,1056.2301025390623,2987.8115234375,2968.609619140625,1.1623541467997713e-05,339.77154541015625,293.8594970703125,0.023302938789129257,0.0,0.0,0.0,0.6958460211753845,0.0009118540911003947,0.01225937157869339,0.0,0.0331306979060173,0.0002026342408498749,0.0,0.0130000002682209,0.2694771649610055,9.56999969482422
21,2,2,-93.83806,46.34111,2016-06-15,../data/tiles/input_tile_lat_46.34111_lon_-93.83806_2016-06-15.npy,271.99136352539057,291.9278869628906,527.3793334960939,354.6781005859375,3142.371826171875,1624.7286376953125,786.995361328125,2947.661376953125,2935.0068359375,3.816978278337047e-05,289.4986572265625,291.7511901855469,0.03626943007111549,0.0,0.00010794473200803624,0.30224525928497314,0.0025906735099852085,0.04933074116706848,0.15036700665950775,0.21394646167755127,0.0005397236673161386,0.007987909950315952,0.00043177892803214485,0.07360000163316728,0.5480047221246518,5.789999961853027
22,4,4,-106.7738,47.82333,2016-06-15,../data/tiles/input_tile_lat_47.82333_lon_-106.7738_2016-06-15.npy,494.2981872558594,582.8131713867188,866.4514770507812,892.5916137695312,2254.742431640625,2291.935546875,1573.104736328125,3008.5224609375,2983.462890625,2.55622471740935e-05,326.2967529296875,293.25457763671875,0.4990000128746033,0.0,0.0,0.0,0.05799999833106995,0.00030000001424923534,0.0017999999690800905,0.0019000000320374968,0.0,0.0,0.0,0.0,0.14746362451267864,7.699999809265138
23,0,3,-87.20876,40.60088,2016-08-01,../data/tiles/input_tile_lat_40.60088_lon_-87.20876_2016-08-01.npy,190.4644012451172,232.79049682617188,427.0400085449219,274.8717041015625,4739.0419921875,1747.355224609375,707.9044799804688,2984.170654296875,2958.038330078125,5.7195597037207335e-05,238.22727966308597,297.4759826660156,0.01730000041425228,0.6430000066757202,0.288100004196167,0.0019000000320374968,0.0,0.016899999231100082,0.0,0.000699999975040555,0.0,0.02800000086426735,0.00019999999494757506,0.0,0.8728071490400715,8.090000152587889
24,1,4,-84.27127,41.00512,2016-06-15,../data/tiles/input_tile_lat_41.00512_lon_-84.27127_2016-06-15.npy,572.43408203125,722.0584106445312,1135.3292236328125,1305.2093505859375,3234.12890625,2951.523681640625,2122.0771484375,3072.849609375,3046.326416015625,3.752355769393034e-05,296.85101318359375,294.9162902832031,0.02940000034868717,0.15389999747276306,0.4449999928474426,0.10249999910593033,9.999999747378753e-05,0.04089999943971634,0.00030000001424923534,0.04639999940991402,0.008299999870359898,0.01109999977052212,0.004600000102072954,0.0,0.2898127550357266,10.81999969482422
25,1,2,-97.36871,47.52689,2016-08-01,../data/tiles/input_tile_lat_47.52689_lon_-97.36871_2016-08-01.npy,253.35479736328125,290.20208740234375,518.0593872070311,367.6445007324219,4518.71630859375,1970.405029296875,904.764404296875,2968.679931640625,2944.1796875,3.302612822153605e-05,253.75701904296875,294.4498596191406,0.005200000014156103,0.1632000058889389,0.6510999798774719,0.01209999993443489,0.00019999999494757506,0.041200000792741776,0.03139999881386757,0.0005000000237487257,0.00030000001424923534,0.0027000000700354576,9.999999747378753e-05,0.0,0.4764465722990663,4.949999809265137
26,1,3,-84.10956999999999,40.49308,2016-06-15,../data/tiles/input_tile_lat_40.49308_lon_-84.10957_2016-06-15.npy,499.57958984375,604.0382080078125,979.4014892578124,1031.6007080078123,3561.623291015625,2910.8935546875,1989.09521484375,3049.2802734375,3018.347412109375,3.367664976394735e-05,298.2895812988281,294.91424560546875,0.029799999669194218,0.2626000046730041,0.41130000352859497,0.1071000024676323,0.0,0.04069999977946282,0.0,0.0,0.0754999965429306,0.0007999999797903001,0.0,0.0,0.4479722960999137,10.760000228881836
27,1,0,-95.10468,45.66738,2016-08-01,../data/tiles/input_tile_lat_45.66738_lon_-95.10468_2016-08-01.npy,205.0169982910156,251.90570068359372,501.6629333496094,348.7546691894531,4359.51416015625,1866.92529296875,882.6218872070312,2958.833984375,2937.378173828125,3.9409547753166414e-05,259.24172973632807,294.5187683105469,0.10694708675146104,0.32430920004844666,0.2314576506614685,0.04418838769197464,0.0010068240808323026,0.039937354624271386,0.0,0.0,0.10616400092840196,0.00022373867977876216,0.0,0.10610000044107436,0.8545840947251571,4.980000019073486
28,1,3,-85.2684,39.4151,2016-06-15,../data/tiles/input_tile_lat_39.4151_lon_-85.2684_2016-06-15.npy,222.7666015625,246.77560424804688,492.472412109375,321.5989074707031,3959.77587890625,1717.888427734375,716.7670288085938,2975.3056640625,2944.91162109375,5.0063590606441715e-05,293.32403564453125,295.7580871582031,0.0421999990940094,0.01360000018030405,0.03060000017285347,0.8759999871253967,0.003400000045076013,0.02410000003874302,0.0,0.0012000000569969413,0.004100000020116568,0.0005000000237487257,0.0,0.0,0.8986241256720141,6.050000190734862
29,1,3,-97.77295,48.49707,2016-08-01,../data/tiles/input_tile_lat_48.49707_lon_-97.77295_2016-08-01.npy,207.95297241210938,289.76947021484375,640.176513671875,464.4767456054688,3797.868408203125,1958.9559326171875,909.5929565429688,2960.437744140625,2932.037841796875,2.9413597076199952e-05,256.5040283203125,293.5552978515625,0.23811478912830356,0.012424273416399956,0.044973816722631454,0.06140260770916939,0.0,0.04682205617427826,0.38309887051582336,0.0017455590423196554,0.019817229360342026,0.00041071977466344833,0.0,0.026100000366568562,0.4930352523530784,3.059999942779541
30,1,0,-107.01633999999999,48.47012,2016-06-15,../data/tiles/input_tile_lat_48.47012_lon_-107.01634_2016-06-15.npy,463.0382995605469,527.1931762695311,809.53271484375,791.9420166015625,2815.900390625,2391.26513671875,1529.821044921875,2991.217041015625,2960.991943359375,3.100001049460843e-05,321.64959716796875,292.68572998046875,0.4846000075340271,0.0,0.0,0.0,0.0003999999898951501,0.01920000091195106,0.12520000338554382,0.0003999999898951501,0.0714000016450882,0.013899999670684338,0.0,0.0,0.3437259983467428,6.800000190734862
31,3,0,-94.40427,38.956959999999995,2016-08-01,../data/tiles/input_tile_lat_38.95696_lon_-94.40427_2016-08-01.npy,326.65899658203125,355.9317932128906,579.9827880859375,446.89990234375,3344.60791015625,1869.5028076171875,916.7623901367188,3001.314453125,2974.823974609375,6.959726306376979e-05,214.64962768554688,297.9327087402344,0.1664000004529953,0.009100000374019146,0.004999999888241291,0.5067999958992004,0.0,0.1694999933242798,0.004900000058114529,0.025599999353289604,0.0,0.0729999989271164,0.025100000202655792,0.0,0.4804825727876864,4.510000228881836
32,2,4,-97.04505,46.63756,2016-08-01,../data/tiles/input_tile_lat_46.63756_lon_-97.04505_2016-08-01.npy,286.9918518066406,371.3576965332031,655.4556274414062,608.0829467773438,4247.4716796875,2171.595458984375,1146.8714599609375,2959.697998046875,2931.8359375,3.2483862014487386e-05,263.68667602539057,295.4318542480469,0.0016085251700133085,0.19493314623832705,0.4350055158138275,0.009450085461139679,0.0,0.0471498928964138,0.002915452001616359,0.0002010656462516636,0.00030159848392941063,0.008344224654138088,0.00010053282312583177,0.0052999998442828655,0.4949587336496302,3.759999990463257
33,1,3,-100.35983,47.28434,2016-06-15,../data/tiles/input_tile_lat_47.28434_lon_-100.35983_2016-06-15.npy,378.28057861328125,449.3585205078125,701.40625,664.8866577148438,2488.20458984375,2208.22509765625,1403.1678466796875,3007.310791015625,2981.608642578125,3.708475196617656e-05,328.13214111328125,292.7508239746094,0.5747708082199097,0.003951944410800935,0.06433765590190887,0.001264622202143073,0.0,0.024818209931254387,0.0,0.14827695488929749,0.00031615555053576827,0.0,0.0,0.36739999055862427,0.3624605318825496,6.019999980926514
34,2,4,-97.55708,48.06588,2016-08-01,../data/tiles/input_tile_lat_48.06588_lon_-97.55708_2016-08-01.npy,320.4041442871094,410.9936828613281,746.666015625,691.656982421875,3709.78515625,2315.670166015625,1258.1990966796875,2969.974853515625,2941.65087890625,3.3169020753121004e-05,255.007080078125,294.0080871582031,0.02271362766623497,0.2589553594589233,0.2608565092086792,0.011006603948771955,0.0,0.03522113338112831,0.003301981138065457,0.0,0.00030018010875210166,0.00010006003867601976,0.0,0.0006000000284984707,0.4254686020706829,4.639999866485597
35,1,4,-87.61273,46.23332,2016-06-15,../data/tiles/input_tile_lat_46.23332_lon_-87.61273_2016-06-15.npy,250.7807922363281,273.53018188476557,493.5125732421875,313.0079040527344,3107.197021484375,1571.36181640625,719.7185668945312,2977.48876953125,2958.28515625,3.234273390262388e-05,288.593994140625,288.03436279296875,0.0008329862612299621,0.0,0.0,0.07205331325531006,0.21102318167686465,0.009718173183500768,0.5203387737274171,0.0,0.0,0.0,0.0,0.27970001101493835,0.3418358513399174,3.9800000190734863
36,1,3,-91.49346,44.10431,2016-06-15,../data/tiles/input_tile_lat_44.10431_lon_-91.49346_2016-06-15.npy,378.8434448242188,411.6970520019531,727.4617309570312,551.4752197265625,4531.919921875,2291.02294921875,1186.004150390625,2943.78173828125,2917.714111328125,6.065104389563203e-05,292.34161376953125,293.37335205078125,0.04875560849905014,0.1978784203529358,0.1534067690372467,0.5607914924621582,0.0007139942608773707,0.01580987311899662,0.0003059975570067764,0.0014279885217547415,0.01040391717106104,0.003977968357503414,0.0,0.019600000232458115,0.6748325491422099,9.289999961853027
37,1,4,-106.85465,48.09283,2016-06-15,../data/tiles/input_tile_lat_48.09283_lon_-106.85465_2016-06-15.npy,635.6600952148438,789.6079711914062,1141.2298583984375,1308.2091064453125,2173.164306640625,2732.458740234375,2154.14404296875,3011.2392578125,2984.28515625,2.5976996766985394e-05,326.34442138671875,293.1654357910156,0.9977999925613404,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.999999747378753e-05,0.0005000000237487257,0.0,0.11491999696744115,3.650000095367432
38,0,4,-92.86815,38.930009999999996,2016-08-01,../data/tiles/input_tile_lat_38.93001_lon_-92.86815_2016-08-01.npy,283.8293762207031,307.4725341796875,545.7616577148439,360.8876647949219,4338.41455078125,1950.6044921875,838.38916015625,2971.014892578125,2945.9541015625,5.010898894397542e-05,214.7019500732422,297.976318359375,0.1400737166404724,0.045111462473869324,0.179217129945755,0.36756187677383423,0.005616991315037012,0.035281728953123086,0.012287168763577938,0.016675442457199097,0.0,0.016850974410772324,0.016675442457199097,0.4302999973297119,0.6777010873744361,6.809999942779541
39,0,0,-100.00949,42.0292,2016-06-15,../data/tiles/input_tile_lat_42.0292_lon_-100.00949_2016-06-15.npy,435.5107116699219,541.2034912109375,869.06201171875,900.8652954101562,2770.861083984375,2926.689453125,1857.578857421875,3076.84326171875,3054.617919921875,2.7367266739020127e-05,326.92706298828125,296.66253662109375,0.9728000164031982,0.0,0.0,0.0,0.0,0.0017999999690800905,0.0012000000569969413,0.0008999999845400453,0.0,0.00030000001424923534,0.00030000001424923534,0.0,0.22233507350871434,9.260000228881836
40,1,4,-101.869,42.89158,2016-08-01,../data/tiles/input_tile_lat_42.89158_lon_-101.869_2016-08-01.npy,406.2757873535156,519.5037231445311,855.919677734375,879.7230834960938,2883.971435546875,2707.6103515625,1642.9635009765625,3076.644287109375,3043.664306640625,2.182663592975587e-05,270.53955078125,295.50018310546875,0.8104000091552734,0.0,0.0,0.0,0.0008999999845400453,0.0071000000461936,0.0013000000035390258,0.002000000094994902,0.0,0.002600000007078052,0.0,0.0,0.31094888166377416,6.050000190734862
41,4,3,-106.55847,38.310179999999995,2016-08-01,../data/tiles/input_tile_lat_38.31018_lon_-106.55847_2016-08-01.npy,180.85577392578125,225.05953979492188,401.4687194824219,342.51214599609375,1657.7139892578125,1106.884521484375,669.4017944335938,2914.13818359375,2905.273193359375,2.3429467546520755e-05,242.07618713378903,285.6500244140625,0.006880159955471754,0.0,0.0,0.007380535360425711,0.9663497805595398,0.0,0.0,0.0,0.0,0.0,0.0,0.2005999982357025,0.17545980548388074,5.809999942779541
42,1,4,-95.59004,42.59514,2016-08-01,../data/tiles/input_tile_lat_42.59514_lon_-95.59004_2016-08-01.npy,183.05149841308597,209.4741058349609,407.9335021972656,277.23379516601557,4376.28466796875,1734.5169677734375,741.9268798828125,2968.5791015625,2950.414794921875,4.3040676246164367e-05,242.9925994873047,295.880126953125,0.0617000013589859,0.6175000071525574,0.2671999931335449,0.00279999990016222,0.0,0.04639999940991402,0.0,0.0,0.0006000000284984707,0.001500000013038516,0.00030000001424923534,0.0,0.7336378811221372,4.150000095367432
43,3,2,-94.99716,45.39788,2016-08-01,../data/tiles/input_tile_lat_45.39788_lon_-94.99716_2016-08-01.npy,223.81695556640625,265.82815551757807,532.319091796875,395.7301025390625,3501.895263671875,1953.2393798828125,923.5543212890624,2964.9853515625,2944.465087890625,4.7431887651328004e-05,258.25607299804693,294.770263671875,0.3790276050567627,0.06640489399433136,0.02148053981363773,0.21665319800376887,0.00034646032145246863,0.041228778660297394,0.0008084074361249803,0.0019632752519100904,0.1022057980298996,0.009700889699161051,0.000577433907892555,0.13410000503063202,0.4133272994505731,3.7300000190734863
44,4,2,-97.18006,47.0418,2016-08-01,../data/tiles/input_tile_lat_47.0418_lon_-97.18006_2016-08-01.npy,224.4951019287109,255.8634033203125,475.1802062988281,301.5181884765625,4666.7763671875,1891.78564453125,824.2673950195312,2948.459716796875,2920.90478515625,3.0779283406445757e-05,258.85049438476557,295.00201416015625,0.0,0.2493000030517578,0.6376000046730042,0.003400000045076013,0.0,0.0414000004529953,0.0019000000320374968,0.00019999999494757506,0.00139999995008111,0.0070000002160668364,0.002300000051036477,0.0,0.6963466852903365,4.860000133514403
45,3,1,-87.45130999999999,45.88297,2016-06-15,../data/tiles/input_tile_lat_45.88297_lon_-87.45131_2016-06-15.npy,243.51759338378903,270.05789184570307,549.5595703125,348.1816101074219,3253.190185546875,1730.61474609375,815.07861328125,2989.11376953125,2966.985595703125,3.209711576346308e-05,292.9638977050781,288.95501708984375,0.0024000001139938827,0.0,0.0,0.21539999544620514,0.019500000402331352,0.019099999219179157,0.656499981880188,0.0,0.002000000094994902,0.004900000058114529,0.00030000001424923534,0.0,0.5063217833246054,5.239999771118164
46,1,4,-97.28759000000001,47.31129,2016-08-01,../data/tiles/input_tile_lat_47.31129_lon_-97.28759_2016-08-01.npy,192.12315368652344,233.64491271972656,426.6463623046875,269.35748291015625,4715.283203125,1815.299560546875,763.62158203125,2939.7314453125,2915.84716796875,3.2354746508644894e-05,255.8828887939453,294.6772155761719,0.0008328128024004401,0.3651884198188782,0.5822402834892273,0.01030605845153332,0.0,0.034353528171777725,0.0005205080378800631,0.0,0.0006246096454560758,0.0006246096454560758,0.0014574223896488547,0.03940000012516976,0.8787888978656968,4.78000020980835
47,2,4,-100.00949,46.36806,2016-06-15,../data/tiles/input_tile_lat_46.36806_lon_-100.00949_2016-06-15.npy,471.1863098144531,584.9913940429688,947.5744018554688,961.8035278320312,3412.977294921875,3172.62255859375,2085.76318359375,3026.3046875,3003.709716796875,2.7421001504990272e-05,324.341064453125,293.1893005371094,0.3515999913215637,0.08219999819993973,0.10260000079870224,9.999999747378753e-05,0.0,0.050099998712539666,0.0,0.0,0.0,0.0012000000569969413,0.00019999999494757506,0.0,0.5033976437621994,4.820000171661377
48,2,1,-106.36983000000001,46.8262,2016-06-15,../data/tiles/input_tile_lat_46.8262_lon_-106.36983_2016-06-15.npy,534.590576171875,626.9321899414062,899.6370239257812,1008.9495849609376,2147.8701171875,2990.40234375,2215.12109375,3093.57470703125,3072.89208984375,1.3225581824372055e-05,335.2995300292969,293.5171813964844,0.8503999710083008,0.0,0.0,0.0,0.0,0.00860000029206276,0.0,0.0,0.0031999999191612005,0.0,0.0,0.0,0.2623280201499399,4.179999828338623
49,2,2,-97.42260999999999,47.715540000000004,2016-08-01,../data/tiles/input_tile_lat_47.71554_lon_-97.42261_2016-08-01.npy,231.4718017578125,297.90771484375,542.62890625,463.0472106933594,3394.70361328125,1790.407958984375,963.7493286132812,2972.05615234375,2945.892822265625,3.257225034758449e-05,253.90512084960938,294.1606750488281,0.00279999990016222,0.4241999983787537,0.15279999375343326,0.021400000900030136,0.0,0.030799999833106995,0.0024000001139938827,9.999999747378753e-05,0.0,9.999999747378753e-05,0.0,0.0,0.4762242001138235,5.130000114440918
